"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0784313755902","18.6486486682331","12.1298405451924","3.96140172360629","7.96287173232642","5.88235395341866","7.30769324531406","8.20390129312089","2.54714368704694","1.18578851134656","7.04687499241221","1.99198444906199","1.2380418420716","7.62292064930222","4.1820016304779","-0.944953481157384","1.11050459944282","7.29372807096192","-0.383137672063768","1.12741146411624","3.0895443848509","1.83575517191368","-11.6777413693852","-2.73345679250639","3.36923718421511","-1.04079988436683","6.43148260418822","-1.58657513817235","-0.623625902371245","1.71962497989442","7.04853338603499","2.39708527621045","-2.23244039160568","-26.2118207828803","24.1326273569798","8.51791810517545","4.26371941452948","",
"Africa Eastern and Southern","AFE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","0.46873634773543","7.86970873690957","5.62237369942385","4.69045807903836","5.15957370569078","4.82275414343354","5.37350153757308","4.15370975789638","5.09073094861401","1.13178963932054","5.47862520745217","2.77004605838793","4.60682507052522","5.47557796184091","1.40489938196124","2.38262633973601","1.12220014181847","1.509365612436","2.93045873766596","5.46268298190465","4.0125269148073","0.315831626477149","0.0399468363544173","3.36638662739333","-0.128846839512647","2.26584348293896","3.95444935477059","4.27315487953965","2.69456094620064","0.175144659698077","-0.0977089361844889","-2.34677594830772","-0.599105268415371","1.92896731310231","4.28342168194735","5.4519904134102","3.84228654962313","1.75227498042452","2.64992108621604","3.21494609894005","3.50572646872058","3.83607799272289","2.95624126239153","5.55539685526702","6.16338004310481","6.57787371800826","6.6470209952772","4.36818668473381","0.870983963603962","5.23163580247818","4.06494136637873","1.74687118542336","4.34145784484548","3.99286255244824","3.00493689926236","2.19476089054338","2.68454305378005","2.66663182841025","2.19431852727669","-2.86429251059897","4.57639280212381","3.5538783639465","2.32013780158925","",
"Afghanistan","AFG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-9.4319740700862","28.6000011706788","8.83227780288267","1.41411799339429","11.2297148272859","5.35740324748592","13.8263195471281","3.92498381999467","21.3905283926492","14.3624414710737","0.426354776777345","12.7522870926697","5.60074465863221","2.72454336219565","1.45131466066431","2.26031420279821","2.6470032027451","1.18922812944517","3.91160341625552","-2.35110067203466","-20.7388393676343","-6.24017199240269","2.71088679128353","",
"Africa Western and Central","AFW","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","1.87305406216578","3.71277673428121","7.11196790337776","5.41394293402104","4.12085478536667","-1.51770514080505","-9.04361966395031","1.56710302381865","15.2201558318751","17.5084805084985","10.5405953221293","3.16287776167268","4.01512834808958","10.0201697886814","-2.13860051606828","8.42557496849558","4.56509756423506","-1.93075039987698","5.09524270165794","1.93243409177362","-6.74790082972889","-3.25523748318624","-6.3388571583158","0.530006731681866","5.3319108289664","1.35941106325217","1.43751002564653","4.6548488099273","1.71002546596006","5.76109555759959","1.01625645381655","2.37185689336592","-1.30653190903048","-0.330344119308606","1.87787174174187","4.63893515969882","4.40933197258373","3.60330720673576","1.53362757442024","3.86847941268536","5.1720560420523","9.97480183376682","5.54594059435848","7.98754162566794","5.82398412550569","5.37114572674575","5.53076258556328","6.27862923104867","6.27187828235533","6.96952403983727","4.85302784241522","5.16821883676933","6.16002884290569","5.92002296138435","2.72036453616364","0.160782096930689","2.28981037958782","2.84475541662378","3.232902511937","-1.00399403959297","4.03762951350967","3.78967984579947","3.3547328190002","",
"Angola","AGO","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-4.40000121865044","0","4.20000142853745","6.00000216509061","3.49999949008624","2.90000174246859","4.08274863510718","6.12889047765088","0.0416214618374653","-3.45009868500253","0.991359302044742","-5.83828073313141","-23.9834174420578","1.33936343647991","15.0000000288634","13.5443697551026","7.27427735460373","4.69114645093552","2.18148971840458","3.05462423430785","4.2059985561951","13.6656887608562","2.99000000000001","10.9500000059465","15.0299999905513","11.549999997879","14.0100000086059","11.1699999942146","0.860000002152788","4.39837593810763","3.47205314798103","8.54210707584141","4.95461303112738","4.82255926962156","0.943571561325001","-2.58004964404932","-0.147212941085755","-1.31636168896895","-0.702272957616017","-5.63821471714934","1.19921052145153","3.04472652391918","1.00128936028298","",
"Albania","ALB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","5.74563529228122","2.94859680118948","1.10493826195044","-1.25159664405811","1.78064395924903","5.63724317852112","-0.787842654927246","-1.42003965566391","9.83654897187228","-9.57564016993415","-28.0021416559099","-7.18711091500037","9.5594116849315","8.30286659699671","13.322333321684","9.09999943646361","-10.9199840781391","8.82942375839806","12.8908036407763","6.94621659244254","8.29331263121023","4.53652416035675","5.52863746491788","5.51466791097914","5.52642424695465","5.90265903591924","5.98325951855567","7.50004143020151","3.35428934987461","3.70693815255319","2.54540614450104","1.4172427999078","1.00201754071108","1.77444885260394","2.21872637517804","3.31498068384137","3.80259872019053","4.01934561695576","2.06256753999989","-3.31371614712083","8.96955339178935","4.82668831434437","3.93662525742167","",
"Andorra","AND","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","4.64946535556467","8.14974352749283","7.78846724532318","5.61878962739297","0.54220566972954","3.30378705328451","2.83857556906837","1.46300016981581","0.0415572233591206","2.20872761148199","-0.132474492519691","1.2464611381716","1.77011827083456","1.7846866722919","2.32143303428465","3.25332182847531","5.54712216113352","5.09432619448408","4.82703427244309","3.78138754899436","2.54600353080194","0.929214040125956","-1.03148438999895","2.3831822482118","2.75750161326249","4.64973866754707","9.06767205144135","3.19479339289236","4.0990789217793","3.52836236122388","8.11935772169949","4.54636221364653","8.69420371612468","8.13567633837351","5.39779598500422","4.80868869916921","1.55318814103222","-5.55918636850581","-5.30284654348291","-1.97495799965345","-0.00806975341139093","-4.97444371853503","-3.54759651549344","2.50446552114518","1.43414039522716","3.70967806978986","0.346071889630295","1.58876549046354","2.01554763848308","-11.1839399355384","8.28677879049404","9.56461225648184","2.58355480961319","",
"Arab World","ARB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","6.77277839247428","10.8010731446512","7.46378927474049","22.7553885195642","7.44242129318475","13.9200390240344","13.2591913780069","10.4802368097488","0.000931632455206","14.3129164190686","6.61973417575612","2.95544261524124","10.6504491474593","6.30061912725202","0.837362182187263","-5.91497336244062","-3.71764113622906","1.27216791936593","-0.810100961046004","-0.809872619194834","0.272054409175411","3.25517870035641","3.83555567771026","7.8472932062801","-0.738254379986103","6.57108787740287","3.2725291910354","3.37075546653709","2.81260346438108","4.82722424331014","5.46287542350636","4.77061633122102","2.79163254729337","6.35412317112551","2.10310322176423","1.22934163986469","4.28125391037246","9.07659282911011","5.56928709311491","6.29548854125636","4.60990039080701","5.56564270796378","0.649051133166935","4.83646532090719","3.56935121317565","5.00270566095091","2.55032813218976","2.52235146526188","3.24398890309855","3.61430679933925","1.53775331351054","2.63004003510846","1.58371466354251","-4.71178424288769","4.03110635309368","5.72143310855439","1.02075134315025","",
"United Arab Emirates","ARE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","36.612377853309","39.0796375886666","76.6201550367608","14.4980412677649","6.22740138862785","16.52685650611","21.4393301703121","-1.58960331985861","20.9235730768488","23.8747749106529","4.65917667398332","-6.7193161856808","-4.74582069985286","4.01695127951223","-3.59447651738608","-14.9581365646216","3.38198170911019","-2.61890770379125","12.337891282123","18.3279855336306","0.860081947717788","3.34494485849439","1.26119094566637","6.89614855343777","6.68788645972637","5.79840406919965","8.1903986491688","0.291994342094142","2.90221363963286","10.852704215378","1.39908503706675","2.43345681089617","8.80054081355328","9.56643663767056","4.85514119553352","9.83731976923958","3.18439017324607","3.19183627331816","-5.24292190385027","1.60285004844802","6.21612181337187","1.82448078870188","5.05555965425988","4.16569184256178","6.78677287945216","5.56149075496799","0.735068713165646","1.31391388141118","1.10834813893099","-4.95705243652739","4.35475529921305","7.50969703221836","3.61870653547174","",
"Argentina","ARG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","5.42784287621933","-0.852021521903339","-5.30819682539126","10.1302976615431","10.5694333376394","-0.659726170629824","3.19199662339177","4.82250077932424","9.67952601078326","3.04564331917115","5.65813108184925","1.62841651825939","2.81175403849035","5.5338043957736","-0.0284121037110907","-2.01825151683394","6.93414775653342","-4.50612480201359","10.2227634638681","1.51878394990179","-5.18978914135593","-0.735659159103619","4.34909327926756","1.57073870182023","-5.18902435343904","6.15337706275693","2.70486882770558","-1.08993334133791","-7.15694965597953","-2.46721377810472","9.13311056738961","7.93729155643076","8.20697907221228","5.83620070368526","-2.84520961057079","5.52668982715234","8.1110467707457","3.85017885156228","-3.38545704063269","-0.78899893905691","-4.40883968258557","-10.8944848285903","8.83704079576924","9.02957330068152","8.85165992013437","8.04715150043027","9.00765087504757","4.05723310346406","-5.91852507634947","10.1253981561002","6.00395169280579","-1.0264204544321","2.40532378079436","-2.51261532081394","2.73115982828944","-2.08032784377811","2.81850297775918","-2.61739646282038","-2.00086100285785","-9.9004848136464","10.4418119882506","5.26987967384072","-1.61100162090189","",
